dealId,keywords,title,startDate,endDate,poweredBy,percentageValue,targetEntityId,sourceEntityId,redeemableCount,orderType,expiresIn,description,targetBranches,likedByMe,dislikedByMe,targetEntityName,targetEntityLogo,sourceOriginalId,sourceEntityName,sourceEntityDescription,sourceEntityContactNumber,buy,apply,sourceEntityLogo,associations,isRedeemable,redeemedCount,redemptionDetails,onlineAvailable,metaData,image,likeCount,dislikeCount
87490,[''],30% off,2022-09-17T19:05:00,2023-02-28T23:59:00,NONE,30,1033,46,0,OUTLET,233856,"* 30% or Rs. 2000, whichever is lower.
* The discount is applicable in in-store purchases only.
* Terms & Conditions apply.","{'4409': 'Div 15 Shopping Centre Sialkot Branch', '347017': 'Cantt Sialkot Branch'}",false,false,The Body Shop,https://d2liqplnt17rh6.cloudfront.net/logoImages/bodyshoplogo_a98cc217-ba77-475b-a41d-7360110672d3-125.jpeg,782,Habib Metro Bank,"Stay Ahead! HABIBMETRO has its primary focus on retail banking and trade finance and also offers highly innovative E-Banking solutions and Consumer Banking to its account holders (customers). Here you can find all the deals and discounts on all HMB Debit Cards including Visa Debit Card, Visa Gold Debit Card, Visa Platinum Debit Card and Visa Premium Debit Card.",111 141 414,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/hmblogo_779b03c3-9c16-4445-85c7-b5a44a18df92-623.jpeg,"[{'typeId': 817, 'name': 'Visa Platinum Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/hmbplatinumcard_5f9eb2ae-95ad-4200-ac79-4efd39ac5169-245.jpeg', 'order': 3, 'sourceEntityAssociationId': 557}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,,,,
87458,[''],40% off,2022-09-16T17:27:00,2023-08-31T23:59:00,NONE,40,65023,46,0,OUTLET,233856,"* 40% Off or Rs.15,000 whichever is lower.
* Terms & Conditions apply.",{'1152859': 'V Mall Sialkot Branch'},false,false,Tuscany Courtyard Sialkot,https://d2liqplnt17rh6.cloudfront.net/logoImages/tuscany_87f644a8-8f3a-47d0-be48-b3fa046bf695-116.jpeg,782,Habib Metro Bank,"Stay Ahead! HABIBMETRO has its primary focus on retail banking and trade finance and also offers highly innovative E-Banking solutions and Consumer Banking to its account holders (customers). Here you can find all the deals and discounts on all HMB Debit Cards including Visa Debit Card, Visa Gold Debit Card, Visa Platinum Debit Card and Visa Premium Debit Card.",111 141 414,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/hmblogo_779b03c3-9c16-4445-85c7-b5a44a18df92-623.jpeg,"[{'typeId': 1839, 'name': 'Visa Infinite Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/hmbvisainfinitecard_32dbd8b9-43a2-47ab-99c6-58e3e59fcb4f-871.jpeg', 'order': 4, 'sourceEntityAssociationId': 2402}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,,,,
87455,[''],35% off,2022-09-16T17:19:00,2023-02-28T23:59:00,NONE,35,1033,46,0,OUTLET,233856,"* 35% Off or Rs.10,000 whichever is lower.
* The discount is applicable in in-store purchases only.
* Terms & Conditions apply.","{'4409': 'Div 15 Shopping Centre Sialkot Branch', '347017': 'Cantt Sialkot Branch'}",false,false,The Body Shop,https://d2liqplnt17rh6.cloudfront.net/logoImages/bodyshoplogo_a98cc217-ba77-475b-a41d-7360110672d3-125.jpeg,782,Habib Metro Bank,"Stay Ahead! HABIBMETRO has its primary focus on retail banking and trade finance and also offers highly innovative E-Banking solutions and Consumer Banking to its account holders (customers). Here you can find all the deals and discounts on all HMB Debit Cards including Visa Debit Card, Visa Gold Debit Card, Visa Platinum Debit Card and Visa Premium Debit Card.",111 141 414,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/hmblogo_779b03c3-9c16-4445-85c7-b5a44a18df92-623.jpeg,"[{'typeId': 1839, 'name': 'Visa Infinite Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/hmbvisainfinitecard_32dbd8b9-43a2-47ab-99c6-58e3e59fcb4f-871.jpeg', 'order': 4, 'sourceEntityAssociationId': 2402}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,,,,
87453,[''],35% off,2022-09-16T17:06:00,2023-08-31T23:59:00,NONE,35,264,46,0,OUTLET,233856,"* 35% Off or Rs.10,000,whichever is lower.
* Terms & Conditions apply.",{},false,false,Liberty Books,https://d2liqplnt17rh6.cloudfront.net/logoImages/libertybookslogo_d9ffd572-e400-4c57-bab2-a66ef2827dd5-2.jpeg,782,Habib Metro Bank,"Stay Ahead! HABIBMETRO has its primary focus on retail banking and trade finance and also offers highly innovative E-Banking solutions and Consumer Banking to its account holders (customers). Here you can find all the deals and discounts on all HMB Debit Cards including Visa Debit Card, Visa Gold Debit Card, Visa Platinum Debit Card and Visa Premium Debit Card.",111 141 414,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/hmblogo_779b03c3-9c16-4445-85c7-b5a44a18df92-623.jpeg,"[{'typeId': 1839, 'name': 'Visa Infinite Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/hmbvisainfinitecard_32dbd8b9-43a2-47ab-99c6-58e3e59fcb4f-871.jpeg', 'order': 4, 'sourceEntityAssociationId': 2402}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",True,,,,
87420,[''],10% off on All Products,2022-09-15T15:38:00,2023-08-31T23:59:00,NONE,10,1035,45,0,OUTLET,233856,"* 10% Discount on e-commerce/online Shopping on all products
* Allied Bank offers discounts and/or promotional offers that are discretionary and the card members are not entitled to claim the same as a matter of their right.
* Allied Bank is entitled at any time without any liability to card member in any manner whatsoever to terminate or withdraw or change the criteria and conditions for these discounts and/or promotional offers.
* Allied Bank Card members may be entitled to discounts mentioned above in respect of payments made at the mentioned Alliance Partners through their Allied (Visa, Paypak ) Cards (including Credit ,Debit and Prepaid cards) and is not applicable in respect of cash transactions.
* These discounts are not valid in conjunction with other special promotions and/or discount programs defined by Allied Bank or Alliance Partners.
* For any further information, please call Helpline at: 111-225-225.",{},false,false,Bata,https://d2liqplnt17rh6.cloudfront.net/logoImages/batanewlogo_7f8e1052-f0d1-4792-9d5e-be31f951f1c9-429.jpeg,778,Allied Bank,Ap Kay Dil Mai Hamara Account,111 110 110,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/960e7769-9ded-428d-89a7-b1d4776435ba-350.jpeg,"[{'typeId': 1600, 'name': 'Visa Premium Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablvisapremium_87373a5a-9539-4fe2-9b99-203268754826-807.jpeg', 'order': 15, 'sourceEntityAssociationId': 1710}, {'typeId': 1733, 'name': 'Visa Platinum Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/visaplatinumcard_dad12d69-ab1b-4cc8-bb58-357c1480599b-563.jpeg', 'order': 14, 'sourceEntityAssociationId': 2087}, {'typeId': 631, 'name': 'Visa Platinum Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/56ce444b-ba3f-4d26-ab2a-82bfe57db0cf-187.png', 'order': 13, 'sourceEntityAssociationId': 502}, {'typeId': 630, 'name': 'Visa Gold Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/e1ed6397-9c1f-4edd-b8d0-a4b8c1bb1e49-456.png', 'order': 12, 'sourceEntityAssociationId': 99}, {'typeId': 1816, 'name': 'Gold UPI & PayPak Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablpaypakgoldcard_a3cf46ca-35e3-4bf9-8110-d83666fdc88e-965.jpeg', 'order': 11, 'sourceEntityAssociationId': 2291}, {'typeId': 1549, 'name': 'Cash+Shop Sapphire 200 Visa Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/bbaa4890-0b81-48bb-9dd6-e0dbb84767d7-630.png', 'order': 10, 'sourceEntityAssociationId': 1534}, {'typeId': 1548, 'name': 'Cash+Shop Sapphire Visa Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/5aa4636a-2442-460e-91fa-7bdd0d19447f-202.png', 'order': 9, 'sourceEntityAssociationId': 1533}, {'typeId': 629, 'name': 'Cash+Shop Classic Visa Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablcashshopvisaclassiccard_dbd24905-fc34-41d7-93c5-39940bb98c11-657.jpeg', 'order': 8, 'sourceEntityAssociationId': 100}, {'typeId': 1695, 'name': 'Youth VISA DebitCard', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablvisayouthcard_04ef14d1-1710-4259-85d7-99ff8984e1c1-790.jpeg', 'order': 7, 'sourceEntityAssociationId': 1984}, {'typeId': 1551, 'name': 'Classic UPI & PayPak Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablpaypakcobadgedcard_794b49fa-d65b-405c-9b11-8a52426a6ab1-320.jpeg', 'order': 6, 'sourceEntityAssociationId': 1536}, {'typeId': 1817, 'name': 'Classic Plus UPI & PayPak Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablclassicpluscard_0916170f-677d-4ca3-a029-b587ff12c166-85.jpeg', 'order': 5, 'sourceEntityAssociationId': 2294}, {'typeId': 1550, 'name': 'EZCash Prepaid Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablezcash_ca5cfee9-5b75-4307-a2f1-ed80dde8aa2c-961.jpeg', 'order': 4, 'sourceEntityAssociationId': 1537}, {'typeId': 1694, 'name': 'Islamic Banking VISA DebitCard', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablislamiccard_cf37014f-a7e7-4f48-aff7-1b3a7d6c171e-958.jpeg', 'order': 3, 'sourceEntityAssociationId': 1983}, {'typeId': 1698, 'name': 'UPI & Paypak myWallet Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/upimywalletcard_265ca4ff-50bb-4f44-aacc-144d58a46876-144.jpeg', 'order': 2, 'sourceEntityAssociationId': 1994}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",True,,,,
87415,[''],8% off,2022-09-15T14:08:00,2023-12-31T23:59:00,NONE,8,12992,30,0,OUTLET,233856,"* Discounts are not valid with partner's own promotions.
* The offer is valid till 31-Dec-2023
* Terms & Conditions apply.",{},false,false,ToyZone.Pk,https://d2liqplnt17rh6.cloudfront.net/logoImages/toyzone_6c5fe9ca-280c-42e9-b7d5-6cb697f1e929-999.jpeg,44,Faysal Bank Limited,"Bank on Ambition! Faysal bank provides easy personal and home loan to its customers along with atm facility around the country. Here you can find all the deals and discounts on all Faysal Bank Credit and Debit Cards including Master World Credit Card, Master Platinum Credit Card, Master Titanium Credit Card, Visa Gold Debit Card etc..",111 747 747,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/faysalbanknewlog_e0d5276a-622e-47e2-8cc2-c308965912c7-514.jpeg,"[{'typeId': 1717, 'name': 'Faysal Islami Mastercard Classic Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/convclassicdebit_72dbeb80-441a-4a74-9d9c-f773e7279bb4-922.png', 'order': 0, 'sourceEntityAssociationId': 2015}, {'typeId': 1718, 'name': 'Faysal Islami Mastercard Gold Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/convgold_32342f4d-550c-4080-9703-3073c4a54860-985.png', 'order': 0, 'sourceEntityAssociationId': 2026}, {'typeId': 1836, 'name': 'Faysal Islami Priority Mastercard Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/proritycard_87d0f811-212e-4036-8e10-00fcc1dfc982-404.png', 'order': 0, 'sourceEntityAssociationId': 2360}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",True,,,,
87414,[''],15% off,2022-09-15T14:06:00,2023-12-31T23:59:00,NONE,15,12992,30,0,OUTLET,233856,"* Discounts are not valid with partner's own promotions.
* The offer is valid till 31-Dec-2023
* Terms & Conditions apply.",{},false,false,ToyZone.Pk,https://d2liqplnt17rh6.cloudfront.net/logoImages/toyzone_6c5fe9ca-280c-42e9-b7d5-6cb697f1e929-999.jpeg,44,Faysal Bank Limited,"Bank on Ambition! Faysal bank provides easy personal and home loan to its customers along with atm facility around the country. Here you can find all the deals and discounts on all Faysal Bank Credit and Debit Cards including Master World Credit Card, Master Platinum Credit Card, Master Titanium Credit Card, Visa Gold Debit Card etc..",111 747 747,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/faysalbanknewlog_e0d5276a-622e-47e2-8cc2-c308965912c7-514.jpeg,"[{'typeId': 1811, 'name': 'Faysal Islami Noor Gold  Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/noorgoldcard_a6f2bb85-3387-4aef-9c6b-f38d8646ffcb-604.png', 'order': 0, 'sourceEntityAssociationId': 2231}, {'typeId': 1813, 'name': 'Faysal Islami Noor Platinum  Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/noorplatinum_99a6afe3-e3c5-4c4d-806e-d9423cd1b825-266.png', 'order': 0, 'sourceEntityAssociationId': 2233}, {'typeId': 1812, 'name': 'Faysal Islami Noor Titanium  Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/noortitanium_c09fa2cf-a4c9-4ee4-9986-7a29dca3b472-346.png', 'order': 0, 'sourceEntityAssociationId': 2232}, {'typeId': 1810, 'name': 'Faysal Islami Noor Velocity Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/noorvelocity_fa6b6033-b298-4674-8aa4-3b8f47c339f4-966.png', 'order': 0, 'sourceEntityAssociationId': 2230}, {'typeId': 1814, 'name': 'Faysal Islami Noor World  Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/noorworld_97c79884-6c26-498e-8e66-5fb9ff085ffe-710.png', 'order': 0, 'sourceEntityAssociationId': 2234}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",True,,,,
87328,[''],30% off,2022-09-14T14:58:00,2023-12-31T23:59:00,NONE,30,1033,38,0,OUTLET,233856,"* Discount Capping PKR 2000
* Terms & Conditions apply","{'4409': 'Div 15 Shopping Centre Sialkot Branch', '347017': 'Cantt Sialkot Branch'}",false,false,The Body Shop,https://d2liqplnt17rh6.cloudfront.net/logoImages/bodyshoplogo_a98cc217-ba77-475b-a41d-7360110672d3-125.jpeg,321,United Bank Limited (UBL),"Where You Come First! UBL is one of the largest banks of Pakistan. Here you can find all the deals and discounts on all UBL Credit and Debit Cards inlcuding Visa Classic Credit Card, Visa Gold Credit, Visa Platinum Credit Card, Master Debit Card, Wiz Visa Prepaid Debit Card (Internet Card) etc. along with Omni App and Omni Debit Card for UBL Omni account holders. ",111 825 888,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/4b819a00-27cd-4533-9c68-a50164989c46-393.jpeg,"[{'typeId': 1008, 'name': 'UBL Visa Platinum Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ublplatinumvisacreditcard_8a4a85f1-4cc4-4877-8336-a30af37a1874-708.jpeg', 'order': 1, 'sourceEntityAssociationId': 131}, {'typeId': 1011, 'name': 'Mastercard Signature Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/mastersignaturedebitcard_35b7ee7f-4b52-40b2-8385-00e7c821887a-276.jpeg', 'order': 0, 'sourceEntityAssociationId': 164}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,,,,
87326,[''],10% off,2022-09-14T14:49:00,2023-12-31T23:59:00,NONE,10,1035,38,0,OUTLET,233856,* Terms & Conditions apply,{},false,false,Bata,https://d2liqplnt17rh6.cloudfront.net/logoImages/batanewlogo_7f8e1052-f0d1-4792-9d5e-be31f951f1c9-429.jpeg,321,United Bank Limited (UBL),"Where You Come First! UBL is one of the largest banks of Pakistan. Here you can find all the deals and discounts on all UBL Credit and Debit Cards inlcuding Visa Classic Credit Card, Visa Gold Credit, Visa Platinum Credit Card, Master Debit Card, Wiz Visa Prepaid Debit Card (Internet Card) etc. along with Omni App and Omni Debit Card for UBL Omni account holders. ",111 825 888,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/4b819a00-27cd-4533-9c68-a50164989c46-393.jpeg,"[{'typeId': 1017, 'name': 'UBL Mastercard Premium Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/newpremiummastercarddebitcard_3c0ef45c-da0b-46e9-9f38-9c432c91d628-328.jpeg', 'order': 34, 'sourceEntityAssociationId': 134}, {'typeId': 1013, 'name': 'UBL PSO Visa Auto Classic Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ublpsoautoclassiccreditcard_60fe3266-af6f-4f30-a75e-dbb07e37e4a4-412.jpeg', 'order': 21, 'sourceEntityAssociationId': 495}, {'typeId': 1019, 'name': 'UBL PSO Visa Auto Gold Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ublpsoautogoldcreditcard_691dfda9-6e3e-452f-9346-18c2f80c0d22-396.jpeg', 'order': 15, 'sourceEntityAssociationId': 496}, {'typeId': 1021, 'name': 'UBL Visa Classic Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ublvisaclassiccreditcard_b8c4829b-6c3f-4483-bd26-83ff4a7a42c4-245.jpeg', 'order': 13, 'sourceEntityAssociationId': 497}, {'typeId': 1008, 'name': 'UBL Visa Platinum Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ublplatinumvisacreditcard_8a4a85f1-4cc4-4877-8336-a30af37a1874-708.jpeg', 'order': 1, 'sourceEntityAssociationId': 131}, {'typeId': 1011, 'name': 'Mastercard Signature Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/mastersignaturedebitcard_35b7ee7f-4b52-40b2-8385-00e7c821887a-276.jpeg', 'order': 0, 'sourceEntityAssociationId': 164}, {'typeId': 1735, 'name': 'UBL Ameen PayPak Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ameenpaypakcard_7aba64b0-6ede-4475-a022-0361ac47999c-155.jpeg', 'order': 0, 'sourceEntityAssociationId': 2091}, {'typeId': 1736, 'name': 'UBL Ameen Premium Debit Mastercard', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ameenpremiumcard_4eacabec-7d0b-4ef2-acb3-fe62f5ed6bed-977.jpeg', 'order': 0, 'sourceEntityAssociationId': 2092}, {'typeId': 1847, 'name': 'UBL Ameen VISA Premium Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ublameenvisapremiumdebit_dbfb2f71-09fc-4685-83b6-4833442c5497-963.png', 'order': 0, 'sourceEntityAssociationId': 2459}, {'typeId': 1721, 'name': 'UBL Pay Pak Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ublpaypakdebitcard_1bb0df3b-5e88-4975-9557-8508d4d57292-562.jpeg', 'order': 0, 'sourceEntityAssociationId': 2036}, {'typeId': 1722, 'name': 'UBL Union Pay Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ublunionpaycard_22d87eb4-3273-4d03-b787-a8c5f130ceac-617.jpeg', 'order': 0, 'sourceEntityAssociationId': 2038}, {'typeId': 1848, 'name': 'UBL VISA Premium Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ublvisapremiumdebit_db2b4f53-0c2b-4569-a3d1-648e978c1fb3-494.png', 'order': 0, 'sourceEntityAssociationId': 2458}, {'typeId': 1015, 'name': 'UBL Visa Gold Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ublvisagoldcreditcard_d98dfeb5-1f3a-4471-9ddc-15ef07594d00-884.jpeg', 'order': 0, 'sourceEntityAssociationId': 498}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",True,,,,
87252,[''],Enjoy 20% Off on 3 Rides Every Month,2022-09-09T13:24:00,2023-06-30T23:59:00,NONE,20,542,37,0,OUTLET,233856,"* You can use you Askari Mastercard Credit Cards on Careem app and get 20% off 3 rides every month 
* You can avail the offer by using ‘MASTERCARD' ” into the Promo Code tab on the checkout screen
* You can avail the offer using your Askari Gold, Platinum and World Mastercard Credit Cards
* The offer is valid until 30 June 2023
* You can avail a maximum discount of 20% or USD 11 (in equivalent local Currency i.e. PKR)
* The discount is available on all car types, except Hala Taxi
* The promotion is not applicable when you pay with Apple Pay
* Offer valid for rides paid with Askari Mastercard Credit Cards
* You rides cannot be accumulated
* The discounts are not valid in conjunction with other special promotions, discounts programs or vouchers defined by Askari Bank or alliance partner
* This discounts cannot be combined with group discounts, parties, special events or any other offers (where applicable)
* The partners reserve the right to refuse or cancel any order for any unforeseen reason at any given time
* Askari Bank’s Credit Card members are entitled to discounts in respect to payments made at the alliance partners through their Askari Cards only and discount is not applicable on cash transaction
* Askari Bank shall not be responsible for any customer or third party for unsatisfactory or delayed performance of the partners, losses, damages, delays or cancellation by partners 
* Askari Bank will not be responsible for any complaint or liability whatsoever that arises with respect to items and services availed at the mentioned partner(s)
* Askari Bank and the Alliance Partner reserve the right to amend, terminate, withdraw or change the criteria of any discount offering without providing prior notice or reason
* Askari Bank is not liable for the accuracy of the brand offers mentioned under alliances and for updated brand offers, please refer to the relevant alliance partner’s website
* Askari MasterCard Credit Card Terms and Conditions apply
* Careem Terms &Conditions apply
* How to avail discount
* Step 1: Download or open the Careem app
* Step 2: Click the top right corner of the app, select wallet, add your Askari Mastercard Credit Card required details
* Step 3: Add the promo code ""MASTERCARD"" into the promo code tab on the checkout screen & enjoy your rides",{},false,false,Careem,https://d2liqplnt17rh6.cloudfront.net/logoImages/Careemlogo2_54cef2bd-717e-4b43-91a1-cf8468a20e44-112.jpeg,322,Askari Bank Limited,"To be the bank of first choice in the region. Askari Bank provides easy car financing scheme and car loan to its customers. Here you can find all the deal and discounts on all Askari Bank Credit and Debit Card including Master Platinum Credit Card, Master Silver Credit Card, Master Gold Credit Card, Visa Gold Debit Card, Visa Classic Debit Card etc..",111 000 787,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/askaribanklogo_53300bf1-92db-42b0-94a5-436ef5fc762e-90.jpeg,"[{'typeId': 639, 'name': 'Askari Gold Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/Gold_955a8ffc-27a4-425d-affd-7b853a37ae70-763.jpeg', 'order': 9, 'sourceEntityAssociationId': 120}, {'typeId': 632, 'name': 'Askari Platinum Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/Platinium_641034e4-f4f4-49fb-80cf-148e3a466cc9-547.jpeg', 'order': 8, 'sourceEntityAssociationId': 119}, {'typeId': 636, 'name': 'Askari World Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/world_c825b4a0-659e-45cf-9984-fc2f8b7eb033-377.jpeg', 'order': 1, 'sourceEntityAssociationId': 190}, {'typeId': 1725, 'name': 'Askari-PIA Co-Brand Gold Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/askaripiacobrandgoldcard_c1c4f3c8-bcba-43a7-8a0f-1184bc6ead91-107.jpeg', 'order': 0, 'sourceEntityAssociationId': 2041}, {'typeId': 1723, 'name': 'Askari-PIA Co-Brand Platinum Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/askaripiacobrandplatinumcard_bf268523-61ef-48a5-85e4-b449289315e8-149.jpeg', 'order': 0, 'sourceEntityAssociationId': 2042}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",True,,https://d2liqplnt17rh6.cloudfront.net/dealImages/WhatsAppImage20220909at5_a09e1a56-bed3-4be6-a1b3-01f6499e1c19-211.jpeg,,
86747,[''],20% off,2022-08-18T18:48:00,2023-09-20T23:59:00,NONE,20,61218,96,0,OUTLET,233856,"* Max Discount PKR 2,000
* Promo Code ""BOP 20""
* The Bank may together with the Alliance Partners, offer discounts from time to time, as part of promotion schemes for the Cardholders. However, the Alliance Partners have full authority to refuse any promotional offers, and the Bank shall not be liable to the Cardholder for any such refusal.
* Bank Offers including Discounts, Promotional Offers,and Incentives that are discretionary, and the Cardholders are not entitled to claim the same as a matter of their right.
* Bank is entitled at any time without any liability to the Cardholder in any manner whatsoever to terminate or withdraw or change the criteria and conditions for these discounts, promotional offers, and incentives. 
* The Cardholders may be entitled to discounts mentioned above in respect to payments made at the mentioned Alliance Partners through their BOP Credit Card /Debit Card. This entitlement is not applicable in respect of cash transactions. 
* The aforementioned discounts are not valid in conjunction with other special promotions, discount programs or vouchers defined by the Bank or Alliance Partners.
* All Discounts, Promotional Offers,and Incentives are subject to the specific category of the card bins (Silver, Gold, Platinum, or World). The cardholder of each category will only be able to enjoy the Offers of the card he/she holds and not any other. 
* The terms of our banking agreement apply to each use of a Credit/Debit card. If a cardholder does not agree with those terms, they should not sign the credit card or carry out any transaction. 
* Cardholder accepts the terms of our banking agreement when he/she first use the Debit/credit card.",{},false,false,Winstore.pk,https://d2liqplnt17rh6.cloudfront.net/logoImages/logo_7522d3e0-fbcd-43e3-928d-0c06196beba2-114.jpeg,4468,Bank of Punjab,"Passion Reborn! Bank of Punjab is a customer focused bank with service excellence. Here you can find all the deals and discounts on all BOP Debit Cards including MasterCard Gold Debit Card, MasterCard Silver Debit Card and MasterCard Platinum Debit Card.",042 111 200 100,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/bf3dc167-9b23-401f-a988-9a535a14a211-58.jpeg,"[{'typeId': 659, 'name': 'Mastercard Gold Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/5d32ef75-d501-4337-9d67-56e4caa5fdd3-870.jpeg', 'order': 9, 'sourceEntityAssociationId': 563}, {'typeId': 658, 'name': 'Mastercard Silver Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/9f328229-b8bb-430e-8ad2-5bf28d170ff2-677.jpeg', 'order': 8, 'sourceEntityAssociationId': 560}, {'typeId': 1833, 'name': ""Lahore Qalandar's Mastercard Debit Card"", 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/lahoreqalandarcard_2fed5d78-952a-42a3-bd8a-d5e1410c8ce9-233.png', 'order': 5, 'sourceEntityAssociationId': 2347}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",True,,,,
